K,SepalLength,SepalWidth,PetalLength,PetalWidth,TrueClass,Cluster
10,5,3.5,1.6,0.6,Iris-setosa,3
10,5.1,3.8,1.9,0.4,Iris-setosa,3
10,4.8,3,1.4,0.3,Iris-setosa,2
10,5.1,3.8,1.6,0.2,Iris-setosa,3
10,4.6,3.2,1.4,0.2,Iris-setosa,2
10,5.3,3.7,1.5,0.2,Iris-setosa,5
10,5,3.3,1.4,0.2,Iris-setosa,3
10,7,3.2,4.7,1.4,Iris-versicolor,8
10,6.4,3.2,4.5,1.5,Iris-versicolor,8
10,6.9,3.1,4.9,1.5,Iris-versicolor,8
10,5.5,2.3,4,1.3,Iris-versicolor,0
10,6.5,2.8,4.6,1.5,Iris-versicolor,8
10,5.7,2.8,4.5,1.3,Iris-versicolor,0
10,6.3,3.3,4.7,1.6,Iris-versicolor,8
10,4.9,2.4,3.3,1,Iris-versicolor,7
10,6.6,2.9,4.6,1.3,Iris-versicolor,8
10,5.2,2.7,3.9,1.4,Iris-versicolor,0
10,5,2,3.5,1,Iris-versicolor,7
10,5.9,3,4.2,1.5,Iris-versicolor,0
10,6,2.2,4,1,Iris-versicolor,0
10,6.1,2.9,4.7,1.4,Iris-versicolor,8
10,5.6,2.9,3.6,1.3,Iris-versicolor,0
10,6.7,3.1,4.4,1.4,Iris-versicolor,8
10,5.6,3,4.5,1.5,Iris-versicolor,0
10,5.8,2.7,4.1,1,Iris-versicolor,0
10,6.2,2.2,4.5,1.5,Iris-versicolor,8
10,5.6,2.5,3.9,1.1,Iris-versicolor,0
10,5.9,3.2,4.8,1.8,Iris-versicolor,4
10,6.1,2.8,4,1.3,Iris-versicolor,0
10,6.3,2.5,4.9,1.5,Iris-versicolor,4
10,6.1,2.8,4.7,1.2,Iris-versicolor,8
10,6.4,2.9,4.3,1.3,Iris-versicolor,8
10,6.6,3,4.4,1.4,Iris-versicolor,8
10,6.8,2.8,4.8,1.4,Iris-versicolor,8
10,6.7,3,5,1.7,Iris-versicolor,8
10,6,2.9,4.5,1.5,Iris-versicolor,8
10,5.7,2.6,3.5,1,Iris-versicolor,7
10,5.5,2.4,3.8,1.1,Iris-versicolor,7
10,5.5,2.4,3.7,1,Iris-versicolor,7
10,5.8,2.7,3.9,1.2,Iris-versicolor,0
10,6,2.7,5.1,1.6,Iris-versicolor,4
10,5.4,3,4.5,1.5,Iris-versicolor,0
10,6,3.4,4.5,1.6,Iris-versicolor,8
10,6.7,3.1,4.7,1.5,Iris-versicolor,8
10,6.3,2.3,4.4,1.3,Iris-versicolor,8
10,5.6,3,4.1,1.3,Iris-versicolor,0
10,5.5,2.5,4,1.3,Iris-versicolor,0
10,5.5,2.6,4.4,1.2,Iris-versicolor,0
10,6.1,3,4.6,1.4,Iris-versicolor,8
10,5.8,2.6,4,1.2,Iris-versicolor,0
10,5,2.3,3.3,1,Iris-versicolor,7
10,5.6,2.7,4.2,1.3,Iris-versicolor,0
10,5.7,3,4.2,1.2,Iris-versicolor,0
10,5.7,2.9,4.2,1.3,Iris-versicolor,0
10,6.2,2.9,4.3,1.3,Iris-versicolor,8
10,5.1,2.5,3,1.1,Iris-versicolor,7
10,5.7,2.8,4.1,1.3,Iris-versicolor,0
10,6.3,3.3,6,2.5,Iris-virginica,9
10,5.8,2.7,5.1,1.9,Iris-virginica,4
10,7.1,3,5.9,2.1,Iris-virginica,6
10,6.3,2.9,5.6,1.8,Iris-virginica,9
10,6.5,3,5.8,2.2,Iris-virginica,9
10,7.6,3,6.6,2.1,Iris-virginica,1
10,4.9,2.5,4.5,1.7,Iris-virginica,0
10,7.3,2.9,6.3,1.8,Iris-virginica,1
10,6.7,2.5,5.8,1.8,Iris-virginica,6
10,7.2,3.6,6.1,2.5,Iris-virginica,1
10,6.5,3.2,5.1,2,Iris-virginica,9
10,6.4,2.7,5.3,1.9,Iris-virginica,4
10,6.8,3,5.5,2.1,Iris-virginica,6
10,5.7,2.5,5,2,Iris-virginica,4
10,5.8,2.8,5.1,2.4,Iris-virginica,4
10,6.4,3.2,5.3,2.3,Iris-virginica,9
10,6.5,3,5.5,1.8,Iris-virginica,9
10,7.7,3.8,6.7,2.2,Iris-virginica,1
10,7.7,2.6,6.9,2.3,Iris-virginica,1
10,6,2.2,5,1.5,Iris-virginica,4
10,6.9,3.2,5.7,2.3,Iris-virginica,6
10,5.6,2.8,4.9,2,Iris-virginica,4
10,7.7,2.8,6.7,2,Iris-virginica,1
10,6.3,2.7,4.9,1.8,Iris-virginica,4
10,6.7,3.3,5.7,2.1,Iris-virginica,6
10,7.2,3.2,6,1.8,Iris-virginica,6
10,6.2,2.8,4.8,1.8,Iris-virginica,4
10,6.1,3,4.9,1.8,Iris-virginica,4
10,6.4,2.8,5.6,2.1,Iris-virginica,9
10,7.2,3,5.8,1.6,Iris-virginica,6
10,7.4,2.8,6.1,1.9,Iris-virginica,1
10,7.9,3.8,6.4,2,Iris-virginica,1
10,6.4,2.8,5.6,2.2,Iris-virginica,9
10,6.3,2.8,5.1,1.5,Iris-virginica,4
10,6.1,2.6,5.6,1.4,Iris-virginica,4
10,7.7,3,6.1,2.3,Iris-virginica,1
10,6.3,3.4,5.6,2.4,Iris-virginica,9
10,6.4,3.1,5.5,1.8,Iris-virginica,9
10,6,3,4.8,1.8,Iris-virginica,4
10,6.9,3.1,5.4,2.1,Iris-virginica,6
10,6.7,3.1,5.6,2.4,Iris-virginica,9
10,6.9,3.1,5.1,2.3,Iris-virginica,9
10,5.8,2.7,5.1,1.9,Iris-virginica,4
10,6.8,3.2,5.9,2.3,Iris-virginica,6
10,6.7,3.3,5.7,2.5,Iris-virginica,9
10,6.7,3,5.2,2.3,Iris-virginica,9
10,6.3,2.5,5,1.9,Iris-virginica,4
10,6.5,3,5.2,2,Iris-virginica,9
10,6.2,3.4,5.4,2.3,Iris-virginica,9
10,5.9,3,5.1,1.8,Iris-virginica,4
11,5.1,3.5,1.4,0.2,Iris-setosa,2
11,4.9,3,1.4,0.2,Iris-setosa,1
11,4.7,3.2,1.3,0.2,Iris-setosa,7
11,4.6,3.1,1.5,0.2,Iris-setosa,7
11,5,3.6,1.4,0.2,Iris-setosa,2
11,5.4,3.9,1.7,0.4,Iris-setosa,3
11,4.6,3.4,1.4,0.3,Iris-setosa,7
11,5,3.4,1.5,0.2,Iris-setosa,2
11,4.4,2.9,1.4,0.2,Iris-setosa,7
11,4.9,3.1,1.5,0.1,Iris-setosa,1
11,5.4,3.7,1.5,0.2,Iris-setosa,3
11,4.8,3.4,1.6,0.2,Iris-setosa,1
11,4.8,3,1.4,0.1,Iris-setosa,1
11,4.3,3,1.1,0.1,Iris-setosa,7
11,5.8,4,1.2,0.2,Iris-setosa,9
11,5.7,4.4,1.5,0.4,Iris-setosa,9
11,5.4,3.9,1.3,0.4,Iris-setosa,9
11,5.1,3.5,1.4,0.3,Iris-setosa,2
11,5.7,3.8,1.7,0.3,Iris-setosa,3
11,5.1,3.8,1.5,0.3,Iris-setosa,3
11,5.4,3.4,1.7,0.2,Iris-setosa,3
11,5.1,3.7,1.5,0.4,Iris-setosa,2
11,4.6,3.6,1,0.2,Iris-setosa,7
11,5.1,3.3,1.7,0.5,Iris-setosa,2
11,4.8,3.4,1.9,0.2,Iris-setosa,1
11,5,3,1.6,0.2,Iris-setosa,1
11,5,3.4,1.6,0.4,Iris-setosa,2
11,5.2,3.5,1.5,0.2,Iris-setosa,2
11,5.2,3.4,1.4,0.2,Iris-setosa,2
11,4.7,3.2,1.6,0.2,Iris-setosa,1
11,4.8,3.1,1.6,0.2,Iris-setosa,1
11,5.4,3.4,1.5,0.4,Iris-setosa,2
11,5.2,4.1,1.5,0.1,Iris-setosa,3
11,5.5,4.2,1.4,0.2,Iris-setosa,9
11,4.9,3.1,1.5,0.1,Iris-setosa,1
11,5,3.2,1.2,0.2,Iris-setosa,1
11,5.5,3.5,1.3,0.2,Iris-setosa,3
11,4.9,3.1,1.5,0.1,Iris-setosa,1
11,4.4,3,1.3,0.2,Iris-setosa,7
11,5.1,3.4,1.5,0.2,Iris-setosa,2
11,5,3.5,1.3,0.3,Iris-setosa,2
11,4.5,2.3,1.3,0.3,Iris-setosa,7
11,4.4,3.2,1.3,0.2,Iris-setosa,7
11,5,3.5,1.6,0.6,Iris-setosa,2
11,5.1,3.8,1.9,0.4,Iris-setosa,3
11,4.8,3,1.4,0.3,Iris-setosa,1
11,5.1,3.8,1.6,0.2,Iris-setosa,3
11,4.6,3.2,1.4,0.2,Iris-setosa,7
11,5.3,3.7,1.5,0.2,Iris-setosa,3
11,5,3.3,1.4,0.2,Iris-setosa,1
11,7,3.2,4.7,1.4,Iris-versicolor,6
11,6.4,3.2,4.5,1.5,Iris-versicolor,6
11,6.9,3.1,4.9,1.5,Iris-versicolor,6
11,5.5,2.3,4,1.3,Iris-versicolor,8
11,6.5,2.8,4.6,1.5,Iris-versicolor,6
11,5.7,2.8,4.5,1.3,Iris-versicolor,8
11,6.3,3.3,4.7,1.6,Iris-versicolor,6
11,4.9,2.4,3.3,1,Iris-versicolor,8
11,6.6,2.9,4.6,1.3,Iris-versicolor,6
11,5.2,2.7,3.9,1.4,Iris-versicolor,8
11,5,2,3.5,1,Iris-versicolor,8
11,5.9,3,4.2,1.5,Iris-versicolor,6
11,6,2.2,4,1,Iris-versicolor,8
11,6.1,2.9,4.7,1.4,Iris-versicolor,6
11,5.6,2.9,3.6,1.3,Iris-versicolor,8
11,6.7,3.1,4.4,1.4,Iris-versicolor,6
11,5.6,3,4.5,1.5,Iris-versicolor,10
11,5.8,2.7,4.1,1,Iris-versicolor,8
11,6.2,2.2,4.5,1.5,Iris-versicolor,6
11,5.6,2.5,3.9,1.1,Iris-versicolor,8
11,5.9,3.2,4.8,1.8,Iris-versicolor,10
11,6.1,2.8,4,1.3,Iris-versicolor,6
11,6.3,2.5,4.9,1.5,Iris-versicolor,10
11,6.1,2.8,4.7,1.2,Iris-versicolor,6
11,6.4,2.9,4.3,1.3,Iris-versicolor,6
11,6.6,3,4.4,1.4,Iris-versicolor,6
11,6.8,2.8,4.8,1.4,Iris-versicolor,6
11,6.7,3,5,1.7,Iris-versicolor,6
11,6,2.9,4.5,1.5,Iris-versicolor,6
11,5.7,2.6,3.5,1,Iris-versicolor,8
11,5.5,2.4,3.8,1.1,Iris-versicolor,8
11,5.5,2.4,3.7,1,Iris-versicolor,8
11,5.8,2.7,3.9,1.2,Iris-versicolor,8
11,6,2.7,5.1,1.6,Iris-versicolor,10
11,5.4,3,4.5,1.5,Iris-versicolor,8
11,6,3.4,4.5,1.6,Iris-versicolor,6
11,6.7,3.1,4.7,1.5,Iris-versicolor,6
11,6.3,2.3,4.4,1.3,Iris-versicolor,6
11,5.6,3,4.1,1.3,Iris-versicolor,8
11,5.5,2.5,4,1.3,Iris-versicolor,8
11,5.5,2.6,4.4,1.2,Iris-versicolor,8
11,6.1,3,4.6,1.4,Iris-versicolor,6
11,5.8,2.6,4,1.2,Iris-versicolor,8
11,5,2.3,3.3,1,Iris-versicolor,8
11,5.6,2.7,4.2,1.3,Iris-versicolor,8
11,5.7,3,4.2,1.2,Iris-versicolor,8
11,5.7,2.9,4.2,1.3,Iris-versicolor,8
11,6.2,2.9,4.3,1.3,Iris-versicolor,6
11,5.1,2.5,3,1.1,Iris-versicolor,8
11,5.7,2.8,4.1,1.3,Iris-versicolor,8
11,6.3,3.3,6,2.5,Iris-virginica,4
11,5.8,2.7,5.1,1.9,Iris-virginica,10
11,7.1,3,5.9,2.1,Iris-virginica,0
11,6.3,2.9,5.6,1.8,Iris-virginica,4
11,6.5,3,5.8,2.2,Iris-virginica,4
11,7.6,3,6.6,2.1,Iris-virginica,5
11,4.9,2.5,4.5,1.7,Iris-virginica,8
11,7.3,2.9,6.3,1.8,Iris-virginica,0
11,6.7,2.5,5.8,1.8,Iris-virginica,0
11,7.2,3.6,6.1,2.5,Iris-virginica,5
11,6.5,3.2,5.1,2,Iris-virginica,4
11,6.4,2.7,5.3,1.9,Iris-virginica,10
11,6.8,3,5.5,2.1,Iris-virginica,4
11,5.7,2.5,5,2,Iris-virginica,10
11,5.8,2.8,5.1,2.4,Iris-virginica,10
11,6.4,3.2,5.3,2.3,Iris-virginica,4
11,6.5,3,5.5,1.8,Iris-virginica,4
11,7.7,3.8,6.7,2.2,Iris-virginica,5
11,7.7,2.6,6.9,2.3,Iris-virginica,5
11,6,2.2,5,1.5,Iris-virginica,10
11,6.9,3.2,5.7,2.3,Iris-virginica,4
11,5.6,2.8,4.9,2,Iris-virginica,10
11,7.7,2.8,6.7,2,Iris-virginica,5
11,6.3,2.7,4.9,1.8,Iris-virginica,10
11,6.7,3.3,5.7,2.1,Iris-virginica,4
11,7.2,3.2,6,1.8,Iris-virginica,0
11,6.2,2.8,4.8,1.8,Iris-virginica,10
11,6.1,3,4.9,1.8,Iris-virginica,10
11,6.4,2.8,5.6,2.1,Iris-virginica,4
11,7.2,3,5.8,1.6,Iris-virginica,0
11,7.4,2.8,6.1,1.9,Iris-virginica,0
11,7.9,3.8,6.4,2,Iris-virginica,5
11,6.4,2.8,5.6,2.2,Iris-virginica,4
11,6.3,2.8,5.1,1.5,Iris-virginica,10
11,6.1,2.6,5.6,1.4,Iris-virginica,10
11,7.7,3,6.1,2.3,Iris-virginica,5
11,6.3,3.4,5.6,2.4,Iris-virginica,4
11,6.4,3.1,5.5,1.8,Iris-virginica,4
11,6,3,4.8,1.8,Iris-virginica,10
11,6.9,3.1,5.4,2.1,Iris-virginica,4
11,6.7,3.1,5.6,2.4,Iris-virginica,4
11,6.9,3.1,5.1,2.3,Iris-virginica,4
11,5.8,2.7,5.1,1.9,Iris-virginica,10
11,6.8,3.2,5.9,2.3,Iris-virginica,4
11,6.7,3.3,5.7,2.5,Iris-virginica,4
11,6.7,3,5.2,2.3,Iris-virginica,4
11,6.3,2.5,5,1.9,Iris-virginica,10
11,6.5,3,5.2,2,Iris-virginica,4
11,6.2,3.4,5.4,2.3,Iris-virginica,4
11,5.9,3,5.1,1.8,Iris-virginica,10
12,5.1,3.5,1.4,0.2,Iris-setosa,1
12,4.9,3,1.4,0.2,Iris-setosa,9
12,4.7,3.2,1.3,0.2,Iris-setosa,9
12,4.6,3.1,1.5,0.2,Iris-setosa,9
12,5,3.6,1.4,0.2,Iris-setosa,1
12,5.4,3.9,1.7,0.4,Iris-setosa,1
12,4.6,3.4,1.4,0.3,Iris-setosa,11
12,5,3.4,1.5,0.2,Iris-setosa,9
12,4.4,2.9,1.4,0.2,Iris-setosa,7
12,4.9,3.1,1.5,0.1,Iris-setosa,9
12,5.4,3.7,1.5,0.2,Iris-setosa,2
12,4.8,3.4,1.6,0.2,Iris-setosa,9
12,4.8,3,1.4,0.1,Iris-setosa,9
12,4.3,3,1.1,0.1,Iris-setosa,7
12,5.8,4,1.2,0.2,Iris-setosa,2
12,5.7,4.4,1.5,0.4,Iris-setosa,1
12,5.4,3.9,1.3,0.4,Iris-setosa,1
12,5.1,3.5,1.4,0.3,Iris-setosa,1
12,5.7,3.8,1.7,0.3,Iris-setosa,2
12,5.1,3.8,1.5,0.3,Iris-setosa,1
12,5.4,3.4,1.7,0.2,Iris-setosa,2
12,5.1,3.7,1.5,0.4,Iris-setosa,1
12,4.6,3.6,1,0.2,Iris-setosa,11
12,5.1,3.3,1.7,0.5,Iris-setosa,9
12,4.8,3.4,1.9,0.2,Iris-setosa,9
12,5,3,1.6,0.2,Iris-setosa,9
12,5,3.4,1.6,0.4,Iris-setosa,9
12,5.2,3.5,1.5,0.2,Iris-setosa,1
12,5.2,3.4,1.4,0.2,Iris-setosa,2
12,4.7,3.2,1.6,0.2,Iris-setosa,9
12,4.8,3.1,1.6,0.2,Iris-setosa,9
12,5.4,3.4,1.5,0.4,Iris-setosa,2
12,5.2,4.1,1.5,0.1,Iris-setosa,1
12,5.5,4.2,1.4,0.2,Iris-setosa,1
12,4.9,3.1,1.5,0.1,Iris-setosa,9
12,5,3.2,1.2,0.2,Iris-setosa,9
12,5.5,3.5,1.3,0.2,Iris-setosa,2
12,4.9,3.1,1.5,0.1,Iris-setosa,9
12,4.4,3,1.3,0.2,Iris-setosa,7
12,5.1,3.4,1.5,0.2,Iris-setosa,9
12,5,3.5,1.3,0.3,Iris-setosa,1
12,4.5,2.3,1.3,0.3,Iris-setosa,7
12,4.4,3.2,1.3,0.2,Iris-setosa,7
12,5,3.5,1.6,0.6,Iris-setosa,1
12,5.1,3.8,1.9,0.4,Iris-setosa,1
12,4.8,3,1.4,0.3,Iris-setosa,9
12,5.1,3.8,1.6,0.2,Iris-setosa,1
12,4.6,3.2,1.4,0.2,Iris-setosa,9
12,5.3,3.7,1.5,0.2,Iris-setosa,1
12,5,3.3,1.4,0.2,Iris-setosa,9
12,7,3.2,4.7,1.4,Iris-versicolor,0
12,6.4,3.2,4.5,1.5,Iris-versicolor,3
12,6.9,3.1,4.9,1.5,Iris-versicolor,0
12,5.5,2.3,4,1.3,Iris-versicolor,4
12,6.5,2.8,4.6,1.5,Iris-versicolor,3
12,5.7,2.8,4.5,1.3,Iris-versicolor,3
12,6.3,3.3,4.7,1.6,Iris-versicolor,3
12,4.9,2.4,3.3,1,Iris-versicolor,4
12,6.6,2.9,4.6,1.3,Iris-versicolor,3
12,5.2,2.7,3.9,1.4,Iris-versicolor,4
12,5,2,3.5,1,Iris-versicolor,4
12,5.9,3,4.2,1.5,Iris-versicolor,3
12,6,2.2,4,1,Iris-versicolor,4
12,6.1,2.9,4.7,1.4,Iris-versicolor,3
12,5.6,2.9,3.6,1.3,Iris-versicolor,4
12,6.7,3.1,4.4,1.4,Iris-versicolor,3
12,5.6,3,4.5,1.5,Iris-versicolor,3
12,5.8,2.7,4.1,1,Iris-versicolor,3
12,6.2,2.2,4.5,1.5,Iris-versicolor,3
12,5.6,2.5,3.9,1.1,Iris-versicolor,4
12,5.9,3.2,4.8,1.8,Iris-versicolor,6
12,6.1,2.8,4,1.3,Iris-versicolor,3
12,6.3,2.5,4.9,1.5,Iris-versicolor,6
12,6.1,2.8,4.7,1.2,Iris-versicolor,3
12,6.4,2.9,4.3,1.3,Iris-versicolor,3
12,6.6,3,4.4,1.4,Iris-versicolor,3
12,6.8,2.8,4.8,1.4,Iris-versicolor,0
12,6.7,3,5,1.7,Iris-versicolor,0
12,6,2.9,4.5,1.5,Iris-versicolor,3
12,5.7,2.6,3.5,1,Iris-versicolor,4
12,5.5,2.4,3.8,1.1,Iris-versicolor,4
12,5.5,2.4,3.7,1,Iris-versicolor,4
12,5.8,2.7,3.9,1.2,Iris-versicolor,4
12,6,2.7,5.1,1.6,Iris-versicolor,6
12,5.4,3,4.5,1.5,Iris-versicolor,3
12,6,3.4,4.5,1.6,Iris-versicolor,3
12,6.7,3.1,4.7,1.5,Iris-versicolor,0
12,6.3,2.3,4.4,1.3,Iris-versicolor,3
12,5.6,3,4.1,1.3,Iris-versicolor,3
12,5.5,2.5,4,1.3,Iris-versicolor,4
12,5.5,2.6,4.4,1.2,Iris-versicolor,3
12,6.1,3,4.6,1.4,Iris-versicolor,3
12,5.8,2.6,4,1.2,Iris-versicolor,4
12,5,2.3,3.3,1,Iris-versicolor,4
12,5.6,2.7,4.2,1.3,Iris-versicolor,3
12,5.7,3,4.2,1.2,Iris-versicolor,3
12,5.7,2.9,4.2,1.3,Iris-versicolor,3
12,6.2,2.9,4.3,1.3,Iris-versicolor,3
12,5.1,2.5,3,1.1,Iris-versicolor,4
12,5.7,2.8,4.1,1.3,Iris-versicolor,3
12,6.3,3.3,6,2.5,Iris-virginica,5
12,5.8,2.7,5.1,1.9,Iris-virginica,6
12,7.1,3,5.9,2.1,Iris-virginica,8
12,6.3,2.9,5.6,1.8,Iris-virginica,0
12,6.5,3,5.8,2.2,Iris-virginica,5
12,7.6,3,6.6,2.1,Iris-virginica,10
12,4.9,2.5,4.5,1.7,Iris-virginica,4
12,7.3,2.9,6.3,1.8,Iris-virginica,8
12,6.7,2.5,5.8,1.8,Iris-virginica,0
12,7.2,3.6,6.1,2.5,Iris-virginica,8
12,6.5,3.2,5.1,2,Iris-virginica,0
12,6.4,2.7,5.3,1.9,Iris-virginica,0
12,6.8,3,5.5,2.1,Iris-virginica,5
12,5.7,2.5,5,2,Iris-virginica,6
12,5.8,2.8,5.1,2.4,Iris-virginica,6
12,6.4,3.2,5.3,2.3,Iris-virginica,5
12,6.5,3,5.5,1.8,Iris-virginica,0
12,7.7,3.8,6.7,2.2,Iris-virginica,8
12,7.7,2.6,6.9,2.3,Iris-virginica,10
12,6,2.2,5,1.5,Iris-virginica,6
12,6.9,3.2,5.7,2.3,Iris-virginica,5
12,5.6,2.8,4.9,2,Iris-virginica,6
12,7.7,2.8,6.7,2,Iris-virginica,10
12,6.3,2.7,4.9,1.8,Iris-virginica,6
12,6.7,3.3,5.7,2.1,Iris-virginica,5
12,7.2,3.2,6,1.8,Iris-virginica,8
12,6.2,2.8,4.8,1.8,Iris-virginica,6
12,6.1,3,4.9,1.8,Iris-virginica,6
12,6.4,2.8,5.6,2.1,Iris-virginica,5
12,7.2,3,5.8,1.6,Iris-virginica,8
12,7.4,2.8,6.1,1.9,Iris-virginica,8
12,7.9,3.8,6.4,2,Iris-virginica,8
12,6.4,2.8,5.6,2.2,Iris-virginica,5
12,6.3,2.8,5.1,1.5,Iris-virginica,6
12,6.1,2.6,5.6,1.4,Iris-virginica,6
12,7.7,3,6.1,2.3,Iris-virginica,8
12,6.3,3.4,5.6,2.4,Iris-virginica,5
12,6.4,3.1,5.5,1.8,Iris-virginica,0
12,6,3,4.8,1.8,Iris-virginica,6
12,6.9,3.1,5.4,2.1,Iris-virginica,0
12,6.7,3.1,5.6,2.4,Iris-virginica,5
12,6.9,3.1,5.1,2.3,Iris-virginica,0
12,5.8,2.7,5.1,1.9,Iris-virginica,6
12,6.8,3.2,5.9,2.3,Iris-virginica,5
12,6.7,3.3,5.7,2.5,Iris-virginica,5
12,6.7,3,5.2,2.3,Iris-virginica,0
12,6.3,2.5,5,1.9,Iris-virginica,6
12,6.5,3,5.2,2,Iris-virginica,0
12,6.2,3.4,5.4,2.3,Iris-virginica,5
12,5.9,3,5.1,1.8,Iris-virginica,6
13,5.1,3.5,1.4,0.2,Iris-setosa,1
13,4.9,3,1.4,0.2,Iris-setosa,5
13,4.7,3.2,1.3,0.2,Iris-setosa,5
13,4.6,3.1,1.5,0.2,Iris-setosa,5
13,5,3.6,1.4,0.2,Iris-setosa,2
13,5.4,3.9,1.7,0.4,Iris-setosa,7
13,4.6,3.4,1.4,0.3,Iris-setosa,2
13,5,3.4,1.5,0.2,Iris-setosa,2
13,4.4,2.9,1.4,0.2,Iris-setosa,12
13,4.9,3.1,1.5,0.1,Iris-setosa,5
13,5.4,3.7,1.5,0.2,Iris-setosa,7
13,4.8,3.4,1.6,0.2,Iris-setosa,2
13,4.8,3,1.4,0.1,Iris-setosa,5
13,4.3,3,1.1,0.1,Iris-setosa,12
13,5.8,4,1.2,0.2,Iris-setosa,4
13,5.7,4.4,1.5,0.4,Iris-setosa,4
13,5.4,3.9,1.3,0.4,Iris-setosa,7
13,5.1,3.5,1.4,0.3,Iris-setosa,1
13,5.7,3.8,1.7,0.3,Iris-setosa,4
13,5.1,3.8,1.5,0.3,Iris-setosa,7
13,5.4,3.4,1.7,0.2,Iris-setosa,1
13,5.1,3.7,1.5,0.4,Iris-setosa,7
13,4.6,3.6,1,0.2,Iris-setosa,2
13,5.1,3.3,1.7,0.5,Iris-setosa,2
13,4.8,3.4,1.9,0.2,Iris-setosa,2
13,5,3,1.6,0.2,Iris-setosa,5
13,5,3.4,1.6,0.4,Iris-setosa,2
13,5.2,3.5,1.5,0.2,Iris-setosa,1
13,5.2,3.4,1.4,0.2,Iris-setosa,1
13,4.7,3.2,1.6,0.2,Iris-setosa,5
13,4.8,3.1,1.6,0.2,Iris-setosa,5
13,5.4,3.4,1.5,0.4,Iris-setosa,1
13,5.2,4.1,1.5,0.1,Iris-setosa,7
13,5.5,4.2,1.4,0.2,Iris-setosa,4
13,4.9,3.1,1.5,0.1,Iris-setosa,5
13,5,3.2,1.2,0.2,Iris-setosa,5
13,5.5,3.5,1.3,0.2,Iris-setosa,1
13,4.9,3.1,1.5,0.1,Iris-setosa,5
13,4.4,3,1.3,0.2,Iris-setosa,12
13,5.1,3.4,1.5,0.2,Iris-setosa,1
13,5,3.5,1.3,0.3,Iris-setosa,2
13,4.5,2.3,1.3,0.3,Iris-setosa,12
13,4.4,3.2,1.3,0.2,Iris-setosa,12
13,5,3.5,1.6,0.6,Iris-setosa,2
13,5.1,3.8,1.9,0.4,Iris-setosa,7
13,4.8,3,1.4,0.3,Iris-setosa,5
13,5.1,3.8,1.6,0.2,Iris-setosa,7
13,4.6,3.2,1.4,0.2,Iris-setosa,5
13,5.3,3.7,1.5,0.2,Iris-setosa,7
13,5,3.3,1.4,0.2,Iris-setosa,2
13,7,3.2,4.7,1.4,Iris-versicolor,8
13,6.4,3.2,4.5,1.5,Iris-versicolor,8
13,6.9,3.1,4.9,1.5,Iris-versicolor,8
13,5.5,2.3,4,1.3,Iris-versicolor,0
13,6.5,2.8,4.6,1.5,Iris-versicolor,8
13,5.7,2.8,4.5,1.3,Iris-versicolor,6
13,6.3,3.3,4.7,1.6,Iris-versicolor,11
13,4.9,2.4,3.3,1,Iris-versicolor,0
13,6.6,2.9,4.6,1.3,Iris-versicolor,8
13,5.2,2.7,3.9,1.4,Iris-versicolor,0
13,5,2,3.5,1,Iris-versicolor,0
13,5.9,3,4.2,1.5,Iris-versicolor,6
13,6,2.2,4,1,Iris-versicolor,0
13,6.1,2.9,4.7,1.4,Iris-versicolor,11
13,5.6,2.9,3.6,1.3,Iris-versicolor,0
13,6.7,3.1,4.4,1.4,Iris-versicolor,8
13,5.6,3,4.5,1.5,Iris-versicolor,6
13,5.8,2.7,4.1,1,Iris-versicolor,6
13,6.2,2.2,4.5,1.5,Iris-versicolor,8
13,5.6,2.5,3.9,1.1,Iris-versicolor,0
13,5.9,3.2,4.8,1.8,Iris-versicolor,11
13,6.1,2.8,4,1.3,Iris-versicolor,6
13,6.3,2.5,4.9,1.5,Iris-versicolor,8
13,6.1,2.8,4.7,1.2,Iris-versicolor,11
13,6.4,2.9,4.3,1.3,Iris-versicolor,8
13,6.6,3,4.4,1.4,Iris-versicolor,8
13,6.8,2.8,4.8,1.4,Iris-versicolor,8
13,6.7,3,5,1.7,Iris-versicolor,8
13,6,2.9,4.5,1.5,Iris-versicolor,11
13,5.7,2.6,3.5,1,Iris-versicolor,0
13,5.5,2.4,3.8,1.1,Iris-versicolor,0
13,5.5,2.4,3.7,1,Iris-versicolor,0
13,5.8,2.7,3.9,1.2,Iris-versicolor,6
13,6,2.7,5.1,1.6,Iris-versicolor,9
13,5.4,3,4.5,1.5,Iris-versicolor,6
13,6,3.4,4.5,1.6,Iris-versicolor,11
13,6.7,3.1,4.7,1.5,Iris-versicolor,8
13,6.3,2.3,4.4,1.3,Iris-versicolor,8
13,5.6,3,4.1,1.3,Iris-versicolor,6
13,5.5,2.5,4,1.3,Iris-versicolor,0
13,5.5,2.6,4.4,1.2,Iris-versicolor,6
13,6.1,3,4.6,1.4,Iris-versicolor,11
13,5.8,2.6,4,1.2,Iris-versicolor,6
13,5,2.3,3.3,1,Iris-versicolor,0
13,5.6,2.7,4.2,1.3,Iris-versicolor,6
13,5.7,3,4.2,1.2,Iris-versicolor,6
13,5.7,2.9,4.2,1.3,Iris-versicolor,6
13,6.2,2.9,4.3,1.3,Iris-versicolor,8
13,5.1,2.5,3,1.1,Iris-versicolor,0
13,5.7,2.8,4.1,1.3,Iris-versicolor,6
13,6.3,3.3,6,2.5,Iris-virginica,3
13,5.8,2.7,5.1,1.9,Iris-virginica,9
